OBJECTID,name,dam_name,district,dist_sym,division,div_sym,dry,dist_to_infest_km,surface_area_km,connectivity,num_connections,perc_open_water_25mi,perc_perennial_snowice_25mi,perce_dev_openspace_25mi,perc_dev_lowintensity_25mi,perc_dev_medintensity_25mi,perc_dev_highintensity_25mi,perc_barren_25mi,perc_forest_25mi,perc_shrubscrub_25mi,perc_herbaceous_25mi,perc_haypasture_25mi,perc_crops_25mi,perc_wetland_25mi,perc_open_water_50mi,perc_perennial_snowice_50mi,perce_dev_openspace_50mi,perc_dev_lowintensity_50mi,perc_dev_medintensity_50mi,perc_dev_highintensity_50mi,perc_barren_50mi,perc_forest_50mi,perc_shrubscrub_50mi,perc_herbaceous_50mi,perc_haypasture_50mi,perc_crops_50mi,perc_wetland_50mi,mean_elev_m,mean_slope,perc_CaO_25mi,perc_alluvial_25mi,perc_eolian_25mi,perc_glacial_glaciofluvial_25mi,perc_colluvial_25mi,perc_organic_rich_25mi,perc_proglacial_25mi,perc_resid_volcanic_art_wat_25mi,hardness_range,min_hardness,max_hardness,pH_range,pH_min,pH_max,infest_status
258,F. E. Walter Reservoir,Francis E Walter Dam,Philadelphia District,NAP,North Atlantic Division,NAD,No,32.72730427,8.277576126,None,0,1.62298939,0,8.168334761,3.604831837,2.824709977,1.276778448,0.851550548,66.54661408,0.618368795,0.837858675,6.65942432,2.265877587,4.72266158,1.494787217,0,7.788376462,3.315136837,1.954611555,0.861409631,0.53393048,59.90121134,0.599730711,0.652370082,11.61203363,7.073868726,4.212533322,445.3076923,1.30898897,4.32794932,0,0,100,0,0,0,0,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
260,Prompton Lake,Prompton Dam,Philadelphia District,NAP,North Atlantic Division,NAD,No,44.41566653,2.222671634,None,0,2.218594442,0,6.227318611,2.047908408,1.376164253,0.543308422,0.296578325,68.4389275,0.549075718,0.606100665,11.87721103,0.186983505,5.631829122,1.863062213,0,6.298546494,2.163442318,1.332951274,0.518854149,0.288615108,69.36019592,0.505501004,0.513831367,11.11233598,0.875353035,5.16731113,366.6,0.886638886,1.803254657,0,0,100,0,0,0,0,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
261,Blue Springs Lake,Blue Springs Dam,Kansas City District,NWK,Northwestern Division,NWD,No,1.75E+00,2.864243178,None,0,1.729656158,0,8.586833597,13.28732379,7.107810873,3.086029172,0.382466784,16.74371626,0.15202757,0.427080025,28.39971245,18.57542011,1.521923207,1.562626259,0,4.727206385,5.951195256,2.774640869,1.084552697,0.233874289,16.80651162,0.164647159,0.428476231,35.77448585,28.09513727,2.396646119,243.5,0.335890884,16.75172932,0,0,0,0,0,0,100,225.0-325.0,225,325,8.1-8.4,8.1,8.4,1
262,Clinton Lake,Clinton Dam,Kansas City District,NWK,Northwestern Division,NWD,No,6.31959493,31.41280493,None,0,2.612866244,0,4.212450054,4.4042999,1.738679189,0.631670478,0.206059496,18.70627988,0.151191197,6.727505889,37.88446628,21.99385005,0.730681335,1.955247887,0,4.23318012,4.942420305,2.309766021,0.964337208,0.202535397,14.65146892,0.176154514,15.31854728,31.47308457,22.8918508,0.881406979,269.06,0.421080265,12.55759667,31.52877183,0,0,0,0,0,68.47122817,119.0-225.0,119,225,8.1-8.4,8.1,8.4,1
263,Harlan County Lake,Harlan County Dam,Kansas City District,NWK,Northwestern Division,NWD,No,99.2868196,54.16316489,None,0,0.939253214,0,2.492986409,1.155584658,0.378024954,0.062074143,0.047189976,0.845249184,0.382324564,39.93921339,0.247521234,51.59106109,1.919517184,0.77130079,0,2.336383865,1.240163991,0.472043874,0.082402533,0.055809263,0.872790916,0.197144871,38.30579155,0.237526982,53.39589984,2.032741529,593.5949367,0.280946091,8.618002528,2.924559654,2.535726155,0,0.869059488,0,0,93.6706547,225.0-325.0,225,325,8.1-8.4,8.1,8.4,0
264,Hillsdale Lake,Hillsdale Dam,Kansas City District,NWK,Northwestern Division,NWD,No,9.015655351,17.23302888,None,0,1.681560806,0,5.57796332,7.873441244,3.862099666,1.310547664,0.336681443,16.91954078,0.164272848,0.687384067,40.17078433,20.59111395,0.824609884,1.861931476,0,4.766962857,5.868953381,2.776099514,1.103294155,0.227365951,17.2911782,0.232413035,4.03535893,37.68658812,22.57946576,1.570388623,277.56,0.374526215,19.09262495,55.90019877,0,0,0,0,0,44.09980123,119.0-225.0,119,225,8.1-8.4,8.1,8.4,1
265,Melvern Lake,Melvern Dam,Kansas City District,NWK,Northwestern Division,NWD,No,0.804554407,28.1930636,None,0,2.239939133,0,2.519686206,1.950080406,0.529250166,0.131893389,0.098621111,9.781854729,0.189911923,33.4383273,22.78307528,25.50988141,0.82747895,1.729551246,0,2.753532856,2.256150886,0.737999404,0.236652206,0.117518371,11.02380538,0.323514429,34.60995484,25.19664972,20.39674274,0.617927923,318.575,0.289912621,15.3274591,4.268020175,0,0,0,0,0,95.73197983,225.0-325.0,225,325,8.1-8.4,8.1,8.4,0
266,Milford Lake,Milford Dam,Kansas City District,NWK,Northwestern Division,NWD,No,17.94764451,67.69086208,None,0,2.255260096,0,2.854758312,1.756690741,0.7180227,0.200393327,0.128740929,8.127004248,0.101512331,45.60621956,1.611955871,35.74625235,0.893189533,1.2963256,0,2.726010003,1.371155173,0.493479407,0.139586137,0.085921792,6.313903282,0.075001193,45.74276293,3.180048464,38.01424273,0.561563286,352.3762376,0.236299932,21.07589444,0.172943634,0.738336282,0,26.03998989,0,0,73.04873019,225.0-325.0,225,325,8.1-8.4,8.1,8.4,1
267,Long Branch Lake,Long Branch Dam,Kansas City District,NWK,Northwestern Division,NWD,No,88.61476816,10.43740615,None,0,1.188056003,0,2.679191071,1.786422412,0.555736846,0.120793432,0.057937318,21.71247797,0.13550629,0.362496374,38.92258933,29.32838416,3.15040879,1.389398265,0,2.459585657,1.566140463,0.411258274,0.075703842,0.098908498,22.05382186,0.19108377,0.430762653,34.93142698,32.60995838,3.781951357,242.9230769,0.211214773,17.51808265,37.49784891,0,62.50215109,0,0,0,0,225.0-325.0,225,325,7.8-8.1,7.8,8.1,0
268,Longview Lake,Longview Dam,Kansas City District,NWK,Northwestern Division,NWD,No,11.63973213,3.9437206,None,0,1.756156129,0,8.777384381,14.03196476,7.839552777,3.331178113,0.481328912,16.50594466,0.167262076,0.402624851,29.4438815,15.97759422,1.285127627,1.734183991,0,4.774006478,6.016328379,2.820338125,1.093770947,0.242070123,17.74467814,0.172611345,0.495197858,37.34103579,25.07227465,2.493504178,266,0.545240295,18.5609969,4.32211101,0,0,0,0,0,95.67788899,225.0-325.0,225,325,8.1-8.4,8.1,8.4,0
269,Perry Lake,Perry Dam,Kansas City District,NWK,Northwestern Division,NWD,No,18.46767857,44.45209466,None,0,2.121461206,0,3.714002494,3.331111577,1.186790418,0.428589529,0.128088143,17.75279308,0.159913202,3.448733333,38.79947444,28.24857831,0.680464269,1.729046864,0,3.998500597,4.353616958,2.073099302,0.869974831,0.182561451,14.06878236,0.138748851,13.44489255,26.02400623,32.04865495,1.068115065,267.65,0.583026667,8.949668133,1.197350027,0,0,28.37982941,0,0,70.42282056,119.0-325.0,119,325,8.1-8.4,8.1,8.4,1
270,Pomme de Terre Lake,Pomme de Terre Dam,Kansas City District,NWK,Northwestern Division,NWD,No,40.33959994,33.54275926,None,0,3.512932041,0,2.818888105,1.774273475,0.467231859,0.079105946,0.145089266,50.7332331,1.008655061,0.597130536,36.43049004,1.217710745,1.215259827,2.822730822,0,3.413021412,2.170311256,0.922479984,0.291216743,0.154323971,40.38328184,0.759488937,0.520517268,39.80661894,6.828301042,1.927707776,260.32,0.444795186,21.66446915,0.343439764,0,0,0,0,0,99.65656024,119.0-225.0,119,225,7.8-8.1,7.8,8.1,0
271,Pomona Lake,Pomona Dam,Kansas City District,NWK,Northwestern Division,NWD,No,6.91E+00,16.87591406,None,0,1.898668595,0,3.194991633,3.224010706,1.180467215,0.406418589,0.1097654,13.5547868,0.185385852,22.75150414,30.01033718,23.12045699,0.363206902,1.868836613,0,3.182015567,3.112856276,1.274159242,0.412459668,0.16955457,12.87704557,0.235467402,24.33169508,30.05557121,21.79683677,0.683502037,298.68,0.227959129,14.88285199,4.06517094,0,0,0,0,0,95.93482906,225.0-325.0,225,325,8.1-8.4,8.1,8.4,1
272,Rathbun Lake,Rathbun Dam,Kansas City District,NWK,Northwestern Division,NWD,No,128.2320213,48.94924108,None,0,1.27644548,0,2.229971117,2.066831964,0.392589829,0.073523762,0.097528316,23.16962558,0.32468364,0.729245544,40.50123973,27.0600788,2.078236242,1.224024873,0,2.329797617,2.171556845,0.582951974,0.112015202,0.107437841,20.57179926,0.250493052,0.932950219,36.57651228,32.80537358,2.335087254,277.3918919,0.280886994,6.49680451,1.117195252,0,20.21792657,0,0,0,78.66487817,225.0-325.0,225,325,7.8-8.1,7.8,8.1,1
273,Smithville Lake,Smithville Dam,Kansas City District,NWK,Northwestern Division,NWD,No,2.62E+01,29.22296734,None,0,1.631562508,0,5.222096788,7.133897974,3.623731577,1.787673228,0.18760276,17.66301087,0.145621551,0.422989509,33.05268163,26.77531318,2.353818413,1.445531081,0,4.598673224,5.333619284,2.460939164,0.968126948,0.21718096,17.34818236,0.153480382,0.49158738,32.40361083,32.70605543,1.873012959,261.7647059,0.403342066,20.69159233,39.78050435,0,46.07250755,0,0,0,14.1469881,225.0-325.0,225,325,8.1-8.4,8.1,8.4,1
274,Stockton Lake,Stockton Dam,Kansas City District,NWK,Northwestern Division,NWD,No,43.13221499,105.3484104,None,0,1.780520679,0,2.85888603,2.20647193,0.727588939,0.190332304,0.164078891,31.42288559,0.586336096,0.381336253,50.20475291,8.406731936,1.070078438,1.852053648,0,3.349951786,2.520561627,1.048603492,0.325778192,0.163999751,31.90037117,0.646481867,0.49193155,44.77345376,10.48642502,2.440388126,266.5684932,0.368520438,26.36543997,3.027533124,0,0,0,0,0,96.97246688,119.0-225.0,119,225,7.8-8.1,7.8,8.1,0
275,Harry S. Truman Lake,Harry S Truman Dam,Kansas City District,NWK,Northwestern Division,NWD,No,13.30352487,197.4874925,None,0,3.627664952,0,2.992620162,1.336496244,0.373454332,0.081453587,0.132658336,36.77834498,0.661328474,0.56415634,37.28532301,12.31738652,3.849113058,2.249914545,0,3.269148656,2.034938603,0.665110583,0.172289689,0.157119043,30.97199492,0.547230259,0.46873541,40.30536504,16.48540576,2.672747495,216.8259386,0.457473571,19.73033335,2.445336456,0,0,0,0,0,97.55466354,119.0-225.0,119,225,7.8-8.1,7.8,8.1,0
276,Tuttle Creek Lake,Tuttle Creek Dam,Kansas City District,NWK,Northwestern Division,NWD,No,26.57464823,43.05633518,None,0,2.472513147,0,2.666329873,1.923694495,0.766169033,0.229616483,0.178172824,10.00121182,0.135444878,48.04615802,4.328602317,28.167998,1.084089116,1.266230283,0,2.774442026,1.549857016,0.492214568,0.137083273,0.093900855,7.791025286,0.105920515,40.86457648,7.859875447,36.55326466,0.511609597,329.4754098,0.718951642,21.85251317,2.804714931,0,0,15.03093128,0,0,82.16435379,225.0-325.0,225,325,8.1-8.4,8.1,8.4,1
277,Wilson Lake,Wilson Dam,Kansas City District,NWK,Northwestern Division,NWD,No,53.9481039,35.21173096,None,0,0.921757074,0,2.633538361,0.985518976,0.230552487,0.031088422,0.024734876,1.878784989,0.031581255,54.62143918,0.31184325,38.13003006,0.199131069,0.91773503,0,2.568152326,1.312644005,0.522627628,0.117591216,0.053163319,1.95159215,0.049786234,42.67174829,0.458711063,48.61245914,0.763789598,463.1538462,0.425176837,12.77163913,1.272453177,0,0,18.47101209,0,0,80.25653474,225.0-325.0,225,325,7.8-8.1,7.8,8.1,1
278,Kanopolis Lake,Kanopolis Dam,Kansas City District,NWK,Northwestern Division,NWD,No,0.539347938,15.64685647,None,0,0.762723539,0,3.122107239,1.275552845,0.635081796,0.229273851,0.040505864,3.068863138,0.015966025,43.36587155,0.436486345,46.80173713,0.245830677,0.958938976,0,3.065980976,1.322311784,0.540250733,0.163994229,0.038244737,2.689983421,0.022875133,38.1519657,0.426444754,51.69786116,0.921148395,446,0.306038437,5.81863578,25.17108517,0,0,7.18845247,0,0,67.64046236,119.0-325.0,119,325,7.8-8.1,7.8,8.1,1
279,Conestoga Lake,Conestoga Dam - Salt Creek Site 12,Omaha District,NWO,Northwestern Division,NWD,No,75.48254614,0.733875958,None,0,0.873413377,0,3.519535854,3.094612579,1.928706402,0.773657433,0.079070651,4.695407333,0.025539306,19.10135948,1.529819841,63.79639633,0.582481409,1.095013428,0,3.327288689,2.212782035,1.221331276,0.428589314,0.146487013,4.044678648,0.029248561,14.29326176,1.587524824,70.69444246,0.919351989,376,0.219268367,4.263331353,0,0,100,0,0,0,0,119.0-225.0,119,225,8.1-8.4,8.1,8.4,0
280,Yankee Hill Lake,Yankee Hill Dam - Salt Creek Site 10,Omaha District,NWO,Northwestern Division,NWD,No,74.74533007,0.732488673,None,0,0.91281086,0,3.504610803,3.09750531,1.92875945,0.770493465,0.079147034,4.940388002,0.030977279,19.02657368,1.60157157,63.54563301,0.561529541,1.110546605,0,3.335465483,2.252735593,1.235543173,0.431167792,0.146447334,4.378387493,0.034783965,14.97156238,1.783393892,69.43034122,0.889625071,381,0.309703916,4.669360149,0,0,100,0,0,0,0,119.0-225.0,119,225,8.1-8.4,8.1,8.4,0
281,Bluestem Lake,Bluestem Dam - Salt Creek Site 4,Omaha District,NWO,Northwestern Division,NWD,No,79.7296037,1.037953061,None,0,0.981033733,0,3.576534869,3.098461452,1.944546273,0.795019898,0.079474772,5.13821755,0.033239235,18.80711292,1.480030517,63.66660741,0.399721362,0.857466519,0,3.252858717,1.864500393,0.900304888,0.311827719,0.113099374,4.621988629,0.042399781,16.35247158,1.805351743,69.21409418,0.663636469,401,0.337588184,4.236160005,0,0,100,0,0,0,0,119.0-225.0,119,225,8.1-8.4,8.1,8.4,0
282,Olive Creek Lake,Olive Creek Dam - Salt Creek Site 2,Omaha District,NWO,Northwestern Division,NWD,No,84.95616445,0.47442594,None,0,0.881581553,0,3.637692765,2.986851962,1.881779592,0.783406091,0.072843748,5.127442117,0.029757446,18.28223078,1.300751685,64.65812518,0.357537089,0.76923161,0,3.235807203,1.725893759,0.79451306,0.281814331,0.091897592,4.634715591,0.043056242,17.34114381,1.698864541,68.79957459,0.583487665,412,0.240395799,3.942560061,0,0,100,0,0,0,0,119.0-225.0,119,225,8.1-8.4,8.1,8.4,0
283,Branched Oak Lake,Branched Oak Dam - Salt Creek Site 18,Omaha District,NWO,Northwestern Division,NWD,No,62.66864622,6.733473151,None,0,0.712139651,0,3.514991966,2.929308506,1.861990238,0.740101334,0.087800001,3.634811833,0.016153163,16.62241655,1.574018329,67.62847215,0.677796276,1.161306793,0,3.458387143,2.814398058,1.684597507,0.62963792,0.171978913,3.34299438,0.019572822,12.44007948,1.289984562,71.68231114,1.304751276,391.7777778,0.263007007,4.786327865,0,100,0,0,0,0,0,119.0-225.0,119,225,8.1-8.4,8.1,8.4,0
284,Glenn Cunningham Lake,Papillion Creek Site 11,Omaha District,NWO,Northwestern Division,NWD,No,7.962335242,1.467167384,None,0,2.37807011,0,4.055171878,7.12477572,4.9202493,1.986832738,0.66906009,5.642977045,0.07421451,7.099843764,4.003796434,59.18559043,2.859417984,1.24411476,0,2.966208838,3.444394079,1.927824887,0.71533231,0.269211131,4.554409503,0.066401866,6.432786923,3.999672066,72.600573,1.779070636,347,0.22784923,7.39573867,0,100,0,0,0,0,0,225.0-325.0,225,325,8.1-8.4,8.1,8.4,1
285,Holmes Lake,Holmes Lake - Salt Creek Site 17,Omaha District,NWO,Northwestern Division,NWD,No,62.0180282,0.20443047,None,0,0.995577087,0,3.395838939,3.195033037,1.999189194,0.784927418,0.114646848,4.999990435,0.034609713,18.74383786,2.166654985,62.90544887,0.66424561,1.3276834,0,3.435961025,3.044656062,1.758362587,0.680301057,0.186797014,4.85388544,0.039233697,13.82740564,2.289308594,67.29186313,1.264542356,381,0.403801739,6.366812565,0,0,100,0,0,0,0,119.0-225.0,119,225,8.1-8.4,8.1,8.4,0
286,Pawnee Lake,Pawnee Dam - Salt Creek Site 14,Omaha District,NWO,Northwestern Division,NWD,No,70.55471129,6.296513306,None,0,0.773776038,0,3.498757187,2.923911092,1.824059112,0.724813578,0.074209726,4.227863757,0.020411664,17.65849961,1.400521064,66.27080166,0.602375509,1.151004627,0,3.409719392,2.444375451,1.427478244,0.510018402,0.158026353,3.593169331,0.021914131,13.12944758,1.423132404,71.6492258,1.082488294,382.6666667,0.352782865,4.526554317,0,100,0,0,0,0,0,119.0-225.0,119,225,8.1-8.4,8.1,8.4,0
287,Stagecoach Lake,Stagecoach Dam - Salt Creek Site 9,Omaha District,NWO,Northwestern Division,NWD,No,67.24172745,1.777093079,None,0,0.869249742,0,3.544437317,3.079850931,1.905914855,0.774460285,0.081271858,5.182760257,0.043695262,18.87598759,2.016084113,63.2194962,0.406791587,1.068133231,0,3.214027736,2.124749727,1.062424227,0.357263476,0.138969182,5.238942861,0.049453713,16.2147954,2.447720545,67.12348001,0.960039889,391,0.269632868,5.737716413,0,0,100,0,0,0,0,119.0-225.0,119,225,8.1-8.4,8.1,8.4,0
288,Standing Bear Lake,Papillion Creek & Trib. Site 16,Omaha District,NWO,Northwestern Division,NWD,No,6.799341894,0.33635752,None,0,2.585978532,0,4.245333033,7.234018891,5.08309206,2.068503072,0.692597887,5.59683747,0.056883273,7.433231229,3.631515198,58.32433343,3.047675919,1.286780254,0,3.047599444,3.610364796,2.091002051,0.781914391,0.273814873,4.588928289,0.065443225,7.484987899,3.750912829,71.27681718,1.741434764,341,0.767689943,7.405443947,0,100,0,0,0,0,0,225.0-325.0,225,325,8.1-8.4,8.1,8.4,0
289,Twin Lakes,Twin Lakes Dam - Salt Creek Site 13,Omaha District,NWO,Northwestern Division,NWD,No,77.79218783,0.866569569,None,0,0.797890236,0,3.540945404,2.954231075,1.876035296,0.762589996,0.072663041,4.240796325,0.019814119,18.05913264,1.34964245,65.68390664,0.642352781,1.12718708,0,3.352196339,2.15079827,1.199501883,0.420178272,0.148045338,3.510346008,0.021546383,13.39992783,1.310922267,72.27685348,1.082496843,412,0.36313351,4.216265292,0,100,0,0,0,0,0,119.0-225.0,119,225,8.1-8.4,8.1,8.4,0
290,Wagon Train Lake,Wagon Train Dam - Salt Creek Site 8,Omaha District,NWO,Northwestern Division,NWD,No,61.9976576,0.854612994,None,0,0.857481741,0,3.45826602,3.042564176,1.892426842,0.761091545,0.081379165,5.058598269,0.046546094,18.6722429,2.186816439,63.49099789,0.451588917,1.139347158,0,3.285056066,2.512444401,1.342964649,0.484552585,0.157990989,5.360376001,0.047727666,15.27502796,2.763055887,66.57390725,1.057549389,395,0.252081543,6.118783563,0,0,100,0,0,0,0,119.0-225.0,119,225,8.1-8.4,8.1,8.4,0
291,Bowman-Haley Lake,Bowman Haley Dam,Omaha District,NWO,Northwestern Division,NWD,No,208.4226345,15.88202369,None,0,0.289654705,0,1.611356052,0.392730561,0.086316036,0.011577897,0.038079733,0.354221469,30.28977759,32.39012953,4.615494632,29.29256828,0.628093516,0.230049409,0,1.202781257,0.286767442,0.060998868,0.007987658,0.049053762,0.974526646,26.47739743,41.59268651,5.030268212,23.35082749,0.736655315,842.6538462,0.331969683,10.17404658,0,0,0,0,0,21.12244898,78.87755102,400.0-430.0,400,430,8.1-8.4,8.1,8.4,0
292,Cold Brook Lake,Cold Brook Dam,Omaha District,NWO,Northwestern Division,NWD,No,68.24243078,0.136185789,None,0,0.44867092,0,0.750768329,0.378428692,0.189598183,0.02718266,0.087776614,20.37298518,5.610375471,67.16592851,2.21346763,2.329752887,0.425064925,0.287968646,0,0.655994072,0.433523228,0.326873224,0.089702651,2.923803241,16.61060947,5.00872351,69.62802122,1.370883823,1.818675728,0.845221185,1118.5,1.669105,11.54248348,0,0,0,0,0,0,100,400.0-430.0,400,430,8.1-8.4,8.1,8.4,0
293,Bear Creek Lake,Bear Creek Dam,Omaha District,NWO,Northwestern Division,NWD,No,85.24745347,4.635378914,None,0,1.046090058,0.001555658,7.763487556,10.88521863,10.40465125,4.045431769,0.092782729,35.80384952,12.44013991,12.66860878,0.276203015,2.472022716,2.099958407,0.904097529,0.309825026,4.750844907,3.928178726,3.552009173,1.330626054,0.612468691,32.69893295,12.88376567,23.58613128,0.698282969,11.96229402,2.78254299,1715.75,1.079824366,2.98919994,0,0,0,0,0,0,100,119.0-325.0,119,325,7.8-8.1,7.8,8.1,0
294,Chatfield Lake,Chatfield Dam,Omaha District,NWO,Northwestern Division,NWD,No,97.95580173,20.93165668,None,0,0.872852576,0,7.379567784,8.755881573,8.276393309,3.354997342,0.076971178,34.08402687,14.75529872,18.63371765,0.065035959,1.894975932,1.8502811,0.736193622,0.220067639,4.8042522,3.992714858,3.657459615,1.353803968,0.469739906,29.8995259,12.61203405,28.22467627,0.575214685,10.76029606,2.694021231,1668.676471,0.783006768,2.736908436,91.89247312,0.546236559,0,0,0,0,7.561290323,119.0-325.0,119,325,7.8-8.1,7.8,8.1,0
295,Cherry Creek Lake,Cherry Creek Dam,Omaha District,NWO,Northwestern Division,NWD,No,104.6430547,10.59739838,None,0,1.097375221,0,8.931272712,10.3717888,10.19929859,4.122067314,0.071076688,10.59231366,8.678412874,29.94561412,0.208615313,13.81467887,1.967485825,0.732755426,0.09867262,4.879426826,3.956401733,3.634146859,1.347073547,0.222505627,23.24686122,10.24540929,31.49271515,0.745247647,17.29535726,2.103426785,1697.533333,0.524762385,2.76041772,99.99151464,0.008485363,0,0,0,0,0,225.0-325.0,225,325,7.8-8.1,7.8,8.1,0
296,Lake Sakakawea,Garrison Dam,Omaha District,NWO,Northwestern Division,NWD,No,247.1661245,1208.648418,None,0,5.983918161,0,1.987773033,0.962498526,0.487944037,0.090394499,0.472869312,3.068142032,14.53884504,29.81456822,2.464079218,37.0012112,3.127756724,3.953089316,0,1.968165976,0.851989294,0.378325415,0.07301371,0.304846909,2.310908319,11.17441945,33.16493807,3.242324061,39.01413829,3.563841185,561.8976945,0.318480252,6.196407192,50.27413305,0.033508047,5.849909268,0,0,0.311252523,43.53119711,225.0-400.0,225,400,8.1-8.4,8.1,8.4,0
297,Fort Peck Lake,Fort Peck Dam,Omaha District,NWO,Northwestern Division,NWD,No,438.0265595,983.0937933,None,0,3.612596048,0,0.257700065,0.104503233,0.026237323,0.003850743,0.151719263,4.023824005,33.49688245,46.51219067,0.798225857,9.707635235,1.304635113,1.782935964,0,0.402803953,0.142370886,0.03407518,0.005612218,0.106007517,3.030642693,27.350349,49.46843981,1.485865381,14.78479311,1.406104289,686.98,0.497639752,6.979520513,1.795974644,0,0.550959648,0,0,0,97.65306571,119.0-325.0,119,325,8.1-8.4,8.1,8.4,0
298,Lake Francis Case,Fort Randall Dam,Omaha District,NWO,Northwestern Division,NWD,No,0.54250904,343.2766534,Dam,1,3.849815252,0,2.078349584,0.419481296,0.139949227,0.027185753,0.074581292,2.77965896,0.263142455,43.6507833,10.10770688,34.11754338,2.491802628,2.2360554,0,2.196409629,0.4933328,0.185222551,0.041703756,0.07370305,2.06856621,0.201635175,42.41709772,9.718556027,36.96270932,3.405008362,413.3570128,0.706648906,6.798657197,0.281535812,2.002993612,0.345759531,7.985236409,0,0.203680937,89.1807937,119.0-325.0,119,325,8.1-8.4,8.1,8.4,1
